General Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiscal Year,State,Status,Name,Address,Address 2,City,Zip Code,E-mail Address (if applicable),Website Address (if applicble),Phone,TTY,Toll-free Phone,Toll-free TTY,Fax,Operating Agency Name,Operating Agency Address,Operating Agency Address 2,Operating Agency State (FY2014 and earlier),Operating Agency Zip Code,Operating Agency E-mail,Operating Agency Website,Operating Agency Phone,Operating Agency TTY,Operating Agency Toll-free Phone,Operating Agency Toll-free TTY,Operating Agency Fax,Name of CAP Director/Coordinator,Person to contact regarding report,Contact Person Phone
2016,American Samoa,Published,Office of Protection and Advocacy for the Disabled,P.O. Box 3937,,Pago Pago,96799,fsavali94@yahoo.com,,(684) 699-2442,,,,(684) 699-7286,Office of Protection and Advocacy for the Disabled,P.O. Box 3937,,AS,96799,fsavali94@yahoo.com,,(684) 699-2442,,,,(684) 699-7286,,,
2016,Arizona,Published,Arizona Center for Disability Law,5025 East Washington Street,Suite 202,Phoenix,85034,center@azdisabilitylaw.org,http://www.azdisabilitylaw.org,602-274-6287,602-274-6287,800-927-2260,800-927-2260,602-274-6779,,,,AZ,,,,,,,,,John Gutierrez,John Gutierrez,602-274-6287
2016,Colorado,Published,Center for Legal Advocacy,455 Sherman Streeet,Suite 130,Denver,80203,maharvey@disabilitylawco.org,http://www.disabilitylawco.org,303-722-0300,303-722-3619,800-288-1376,800-288-1376,303-722-0720,Center for Legal Advocacy,455 Sherman Streeet,Suite 130,CO,80203,maharvey@disabilitylawco.org,http://www.disabilitylawco.org,303-722-0300,303-722-3619,800-288-1376,800-288-1376,303-722-0720,Geoffrey Peterson,Geoffrey Peterson,970-241-6371
2016,Connecticut,Published,Protection and Advocacy for Persons with Disabilit,60B Weston Street,,Hartford,6120,gretchen.knauff@ct.gov,http://www.ct.gov/opapd,(860) 297-4300,(860) 297-4380,(800) 842-7303,(800) 842-7303,(860) 566-8714,Protection and Advocacy for Persons with Disabilit,60B Weston Street,,CT,6120,gretchen.knauff@ct.gov,http://www.ct.gov/opapd,(860) 297-4300,(860) 297-4380,(800) 842-7303,(800) 842-7303,(860) 566-8714,Linda Mizzi,Gretchen Knauff,8602974342
2016,Delaware,Published,"United Cerebral Palsy of Delaware, Inc.",700A River Road,,Wilmington,19809,medgar.cap@ucpde.org,http://www.ucpde.org,302-764-2400,302-764-2400,1-800-640-9336,1-800-640-9336,302-764-8713,"United Cerebral Palsy of Delaware, Inc.",700A River Road,,DE,19809,medgar.cap@ucpde.org,http://www.ucpde.org,302-764-2400,302-764-2400,1-800-640-9336,1-800-640-9336,302-764-8713,Monica Edgar,Monica Edgar,302-764-6216
2016,Florida,Published,Disability Rights Florida,2473 Care Drive,Suite 200,Tallahassee FL,32308,annr@disabilityrightsflorida.org,http://www.disabilityrightsflorida.org,(850) 488-9071,(800) 346-4127,(800) 342-0823,(800) 346-4127,(850) 488-8640,,,,FL,,,,,,,,,Maryellen McDonald,M. Ann Robinson,850.488.9071
2016,Georgia,Published,Martin & Jones,123 N. McDonough St.,,Decatur,30030,ssappeals@gmail.com,http://www.georgiacap.com,404-373-2040,404-373-2040,800-822-9727,800-822-9727,404-373-4110,Martin & Jones,123 N. McDonough St.,,GA,30030,ssappeals@gmail.com,http://www.georgiacap.com,404-373-2040,404-373-2040,800-822-9727,800-822-9727,404-373-4110,Charles L. Martin,Ashley Carraway,404-373-2040
2016,Guam,Published,PARENTS-AGENCIES NETWORKING INC. (PAN INC),DOS AMANTES PLAZA SUITE 206,"1350 N. MARINE CORPS DRIVE, UPPER TUMON",TAMUNING,96913,gcap671@gmail.com,http://www. guamcap.org (Pending),(671)646-4227,(671)646-4227,,,(671)649-4211,PARENTS-AGENCIES NETWORKING INC. (PAN INC),DOS AMANTES PLAZA SUITE 206,"1350 N. MARINE CORPS DRIVE, UPPER TUMON",GU,96913,gcap671@gmail.com,http://guamgetcare.org,6716464227,6716464227,6716464227,6716464227,(671)649-4211,EDMUND CRUZ,(671)646-4227,671646-4227
2016,Hawaii,Published,HAWAII DISABILITY RIGHTS CENTER,1132 Bishop Street,Suite 2102,Honolulu,96813,info@hawaiidisabilityrights.org,http://www.hawaiidisabilityrights.org,808-949-2922,808-949-2922,1-800-882-1057,1-800-882-1057,808-949-2928,HAWAII DISABILITY RIGHTS CENTER,1132 Bishop Street,Suite 2102,HI,96813,info@hawaiidisabilityrights.org,http://www.hawaiidisabilityrights.org,808-949-2922,808-949-2922,1-800-882-1057,1-800-882-1057,808-949-2928,Louis Erteschik,Ann E. Collins,808-949-2922
2016,Iowa,Published,Iowa Client Assistance Program,"DHR, Office of Persons with Disabilities",Lucas State Office Bldg.,Des Moines,50319,page.eastin@iowa.gov,http://www.humanrights.iowa.gov/pd/client_assis_program/inde,(800)652-4298,(800)652-4298,(800)652-4298,(800)652-4298,(515)242-6119,Iowa Client Assistance Program,"DHR, Office of Persons with Disabilities",Lucas State Office Bldg.,IA,50319,page.eastin@iowa.gov,http://www.humanrights.iowa.gov/pd/client_assis_program/inde,(800)652-4298,(800)652-4298,(800)652-4298,(800)652-4298,(515)242-6119,Page Eastin,Page Eastin,800-652-4298
2016,Idaho,Published,"Disability Rights Idaho, Inc.",4477 Emerald Street,Suite B-100,Boise,83706,dina@disabilityrightsidaho.org,http://disabilityrightsidaho.org,208-336-5353,,866-262-3462,,208-336-5396,"Disability Rights Idaho, Inc.",4477 Emerald Street,Suite B-100,ID,83706,dina@disabilityrightsidaho.org,http://disabilityrightsidaho.org,208-336-5353,,866-262-3462,,208-336-5396,Dina Flores-Brewer,Dina Flores-Brewer,208-336-5353
2016,Illinois,Published,Illinois Department of Human Services,Division of Rehabilitation Services,100 S. Grand Ave. East - P.O. Box 19429,Springfield,62794-9429,Francisco.Alvarado@illinois.gov,http://www.dhs.state.il.us,217-782-5375,217-782-5375,800-641-3929,800-641-3929,217-524-1790,Illinois Department of Human Services,Division of Rehabilitation Services,100 S. Grand Ave. East - P.O. Box 19429,IL,62794,Francisco.Alvarado@illinois.gov,http://www.dhs.state.il.us,217-782-5375,217-782-5375,800-641-3929,800-641-3929,217-524-1790,Francisco Alvarado,Leslie Jenkins,866-480-0833
2016,Kansas,Published,The Disability Rights Center of Kansas,"214 SW 6th Ave, Suite 100",,Topeka,66603,rocky@drckansas.org,http://drckansas.org,785-273-9661,877-335-3725,877-776-1541,877-335-3725,785-273-9414,,,,KS,,,,,,,,,Rocky Nichols,Stephanie West,785-273-9661
2016,Kentucky,Published,Kentucky Client Assistance Program,275 E. Main Street,2nd Floor,Frankfort,40621,vanessa.jones@ky.gov,http://kycap.ky.gov,502-564-8035,,800-633-6283,,502-564-1566,Kentucky Client Assistance Program,275 E. Main Street,2nd Floor,KY,40621,vanessa.jones@ky.gov,http://kycap.ky.gov,502-564-8035,,800-633-6283,,502-564-1566,,Vanessa jones,5025648035
2016,Louisiana,Published,Advocacy Center,8325 Oak Street,,New Orleans,70118-2043,advocacycenter@advocacyla.org,http://www.advocacyla.org,504-522-2337,,800-960-7705,,504-522-5507,Advocacy Center,8325 Oak Street,,LA,70118,advocacycenter@advocacyla.org,http://www.advocacyla.org,504-522-2337,,800-960-7705,,504-522-5507,David Gallegos,David Gallegos,504-522-2337
2016,Maryland,Published,Maryland Division of Rehabilitation Services -DORS,2301 Argonne DR,,Baltimore,21218,cap.dors@maryland.gov,http://www.dors.state.md.us,(410)554-9363,,1-800-638-6243,,410-554-9362,Maryland Division of Rehabilitation Services -DORS,2301 Argonne DR,,MD,21218,cap.dors@maryland.gov,http://www.dors.state.md.us,(410)554-9363,,1-800-638-6243,,410-554-9362,Thomas Laverty,Thomas Laverty,410-554-9363
2016,Maine,Published,Bureau of Rehabilitation Services,150 State House Station,,Augusta,4333,Brenda.G.Drummond@Maine.gov,http://www.maine.gov,207-624-7954,207-624-5977,1-888-755-0023,1-888-755-0023,207-624-5980,Bureau of Rehabilitation Services,150 State House Station,,ME,4333,Brenda.G.Drummond@Maine.gov,http://www.maine.gov,207-624-7954,207-624-5977,1-888-755-0023,1-888-755-0023,207-624-5980,Kathy Despres,Kathy Despres,207.377.7055
2016,Michigan,Published,Michigan Protection & Advocacy Service Inc.,4095 Legacy Parkway,Suite 500,Lansing,48911,ecerano@mpas.org,http://www.mpas.org,(517) 487-1755,(517) 374-4687,(800) 288-5923,(800) 288-5923,(517) 487-0827,,,,MI,,,,,,,,,Brian Sabourin,Brian Sabourin,(517) 487-1755
2016,Minnesota,Published,Mid-Minnesota Legal Assistance,430 1st Avenue N.,Suite 300,Minneapolis,55401,mndlc@mylegalaid.org,http://www.mndlc.org,6123321441,6123324668,8002924150,,6123345755,Mid-Minnesota Legal Assistance,430 1st Avenue N.,Suite 300,MN,55401,mndlc@mylegalaid.org,http://www.mndlc.org,6123321441,6123324668,8002924150,,6123345755,Daniel Stewart,Alex Farrell,612-746-3764
2016,Missouri,Published,Missouri Protection & Advocacy Services,925 S. Country Club Dr.,,Jefferson City,65109,mopasjc@earthlink.net,http://www.moadvocacy.org,573-893-3333,800-735-2966,800-392-8667,800-735-2966,573-893-4231,Missouri Protection & Advocacy Services,925 S. Country Club Dr.,,MO,65109,mopasjc@earthlink.net,http://www.moadvocacy.org,573-893-3333,800-735-2966,800-392-8667,800-735-2966,573-893-4231,Shawn T. de Loyola,Shawn T. de Loyola,573-893-3333
2016,Mississippi,Published,Mississippi Society for Disabilities,P.O. Box 4958,,Jackson,39296,johnmsd@bellsouth.net,http://www.msdisabilities.com,601-362-2585,601-362-2585,800-962-2400,800-962-2400,601-982-1951,Mississippi Society for Disabilities,P.O. Box 4958,,MS,39296,johnmsd@bellsouth.net,http://www.msdisabilities.com,601-362-2585,601-362-2585,800-962-2400,800-962-2400,601-982-1951,Johnny McGinn,Johnny McGinn,1-601-362-2585
2016,Montana,Published,Disability Rights Montana,1022 Chestnut Street,,Helena,59601,bernie@disabiltiyrightsmt.org,https://disabilityrightsmt.org,406-449-2344,406-449-2344,800-245-4743,800-245-4743,406-449-2418,Disability Rights Montana,1022 Chestnut Street,,MT,59601,bernie@disabiltiyrightsmt.org,https://disabilityrightsmt.org,406-449-2344,406-449-2344,800-245-4743,800-245-4743,406-449-2418,,,
2016,North Carolina,Published,Department of Health and Human Services,2801 Mail Service Center,,Raleigh,27699,,http://nc.dhhs.gov/dvrs/,919-855-3500,919-855-3579,,,919-733-7968,Department of Health and Human Services,2801 Mail Service Center,,NC,27699,,http://nc.dhhs.gov/dvrs/,919-855-3500,919-855-3579,,,919-733-7968,John Marens,John Marens,919-855-3600
2016,North Dakota,Published,Division of Vocational Rehabilitation,1237 West Divide Avenue Ste 1A,,Bismarck,58501,rcusack@nd.gov,http://www.nd.gov/dhs/dvr/,701-328-8950,701-328-6888,1-800-755-2745,1-800-366-6888,701-328-8969,Protection & Advocacy Project,400 E. Broadway,Suite 409,ND,58501,tlarsen@nd.gov,http://www.ndpanda.org,701-328-2950,701-328-6888,1-800-472-2670,1-800-366-6888,701-328-3934,Teresa Larsen,Teresa Larsen,701-328-2950
2016,Nebraska,Published,Nebraska VR (Vocational Rehabilitation),301 Centennial Mall South-6th Floor,Box 94987,Lincoln,68509,mark.schultz@nebraska.gov,http://vr.nebraska.gov,402.471.1202,402.471.3644,877.637.3422,877.637.3422,402.471.0788,Nebraska VR (Vocational Rehabilitation),301 Centennial Mall South-6th Floor,Box 94987,NE,68509,mark.schultz@nebraska.gov,http://vr.nebraska.gov,402.471.1202,402.471.3644,877.637.3422,877.637.3422,402.471.0788,Shari Bahensky,Shari Bahensky,402.471.3656
2016,New Hampshire,Published,GOVERNOR`S COMMISSION ON DISABILITY,121 SOUTH FRUIT STREET,SUITE 101,CONCORD,3301,Charles.Saia@nh.gov,http://www.nh.gov/disability/,(603) 271-2773,,(800) 852-3405,,(603) 271-2837,,,,NH,,,,,,,,,Lorrie J. Ripley,Lorrie J. Ripley,603-271-2773
2016,Oregon,Published,Disability Rights Oregon formerly OAC,"610 SW Broadway, Suite 200",,Portland,97205,jjones@droregon.org,http://droregon.org/,503-243-2081,,800-452-1695,,503-243-1738,Disability Rights Oregon,"610 SW Broadway, Suite 200",,OR,97205,jjones@droregon.org,http://droregon.org/,503-243-2081,,800-452-1695,,503-243-1738,Ted Wenk,Jamie Jones,503-243-2081
2016,Pennsylvania,Published,Center for Disability Law & Policy,1515 Market Street,Suite 1300,Philadelphia,19102,admin@equalemployment.org,http://www.equalemployment.org,215 557 7112,215 557 7112,1-888-745-2357,1-888-745-2357,215 557 7602,,,,PA,,,,,,,,,Stephen S. Pennington,Stephen S. Pennington,215-564-2363
2016,Puerto Rico,Published,EXECUTIVE OFFICE OF THE COMMONWEALTH OF PUERTORICO,PO BOX 41309,,SAN JUAN,00940-1309,cbonilla@dpi.pr.gov,http://www.oppi.gobierno.pr,(787) 721-4299,(787)725-4012,1-800-981-4125,(787)725-4012,(787)721-2455,,,,PR,,,,,,,,,ROSA I. DÍAZ-HERNÁNDEZ,CORALIS BONILLA-AVILÉS,787-725-2333
2016,South Carolina,Published,Department of Admin. Client Assistance Program,1205 Pendleton Street,,Columbia,29201,denise.pensmith@admin.sc.gov,http://www.cap.sc.gov,8037340285,,18008680040,,8037340546,Department of Admin. Client Assistance Program,1205 Pendleton Street,,SC,29201,denise.pensmith@admin.sc.gov,http://www.cap.sc.gov,8037340285,,18008680040,,8037340546,Denise Pensmith,Denise Pensmith,8037340285
2016,South Dakota,Published,South Dakota Advocacy Services,"221 S. Central Ave., Ste. 38",,Pierre,57501,ueckerc@sdadvocacy.com,http://www.sdadvocacy.com,605-224-8294,605-224-8294,800-658-4782,800-658-4782,605-224-5125,South Dakota Advocacy Services,"221 S. Central Ave., Ste. 38",,SD,57501,ueckerc@sdadvocacy.com,http://www.sdadvocacy.com,605-224-8294,605-224-8294,800-658-4782,800-658-4782,605-224-5125,Cole Uecker,Cole Uecker,(605) 224-8294
2016,Tennessee,Published,Disability Rights Tennessee,2 International Plaza,Suite 825,Nashville,37217,gethelp@disabilityrightstn.org,http://www.disabilityrightstn.org,615-298-1080,615-298-1080,1-800-342-1660,1-800-342-1660,615-298-2046,Disability Rights Tennessee,2 International Plaza,Suite 825,TN,37217,gethelp@disabilityrightstn.org,http://www.disabilityrightstn.org,615-298-1080,615-298-1080,1-800-342-1660,1-800-342-1660,615-298-2046,Lisa Primm,Anna Bass,615-298-1080
2016,Texas,Published,Disability Rights Texas,2222 W Braker Ln,,Austin,78758,kstanfill@drtx.org,http://www.disabilityrightstx.org/,512-454-4816,866-362-2851,800-252-9108,866-362-2851,512-302-0902,Disability Rights Texas,2222 W Braker Ln,,TX,78758,kstanfill@drtx.org,http://www.disabilityrightstx.org/,512-454-4816,866-362-2851,800-252-9108,866-362-2851,512-302-0902,Karen Stanfill,Karen Stanfill,512-454-4816
2016,Utah,Published,Disability Law Center,205 North 400 West,,Salt Lake City,84103,azahradnikova@disabilitylawcenter.org,http://www.disabilitylawcenter.org,801-363-1347,,800-662-9080,,801-363-1437,Disability Law Center,205 North 400 West,,UT,84103,azahradnikova@disabilitylawcenter.org,http://www.disabilitylawcenter.org,801-363-1347,,800-662-9080,,801-363-1437,Lindsay Boerens,Lindsay Boerens,801-363-1347
2016,Virgin Islands,Published,Disability Rights Center of the Virgin Islands,63 Cane Carlton,63 Cane Carlton,Frederiksted,840,info@drcvi.org,http://drcvi.org,340-772-1200,999-999-9999,999-999-9999,999-999-9999,340-772-0609,Disability Rights Center of the Virgin Islands,63 Cane Carlton,63 Cane Carlton,VI,840,info@drcvi.org,http://drcvi.org,340-772-1200,999-999-9999,999-999-9999,999-999-9999,340-772-0609,Amelia Headley LaMont,Amelia Headley LaMont,340 7721200
2016,Vermont,Published,Vermont Client Assistance Program,57 North Main Street,Suite 2,Rutland,5738,nbreiden@vtlegalaid.org,http://vtlegalaid.org,802-775-0021,802-775-0021,800-769-7459,800-769-7459,802-775-0022,Vermont Client Assistance Program,57 North Main Street,Suite 2,VT,5738,nbreiden@vtlegalaid.org,http://vtlegalaid.org,802-775-0021,802-775-0021,800-769-7459,800-769-7459,802-775-0022,Nancy Breiden,Nancy Breiden,802-775-0021
2016,Washington,Published,Client Assistance Program,2531 Rainier Avenue South,,Seattle,98144,jcap@qwestoffice.net,http://washingtoncap.org,(206) 721-5999,(206) 721-6072,(800) 544-2121,(888) 721-6072,(206) 721-5980,,,,WA,,,,,,,,,Jerry Johnsen,Jerry Johnsen,(206) 721-5996
2016,Wisconsin,Published,Wisconsin Client Assistance Program,2811 Agriculture Drive,PO Box 8911,Madison,53708,linda.vegoe@wisconsin.gov,,608-224-5070,,800-362-1290,,608-224-5069,Wisconsin Client Assistance Program,2811 Agriculture Drive,PO Box 8911,WI,53708,linda.vegoe@wisconsin.gov,,608-224-5070,,800-362-1290,,608-224-5069,Linda Vegoe,Linda Vegoe,608-224-5070
2016,West Virginia,Published,West Virginia Advocates,Litton Building 4th Floor,1207 Quarrier St.,Charleston,25301,contact@wvadvocates.org,http://wvadvocates.org/,304-346-0847,304-346-0847,1-800-950-5250,1-800-950-5250,304-346-0867,West Virginia Advocates,Litton Building 4th Floor,1207 Quarrier St.,WV,25301,contact@wvadvocates.org,http://wvadvocates.org/,304-346-0847,304-346-0847,1-800-950-5250,1-800-950-5250,304-346-0867,Stephanie Thorn,Jodi Calissie,304-346-0847
2016,Wyoming,Published,"Protection & Advocacy System, Inc.",7344 Stockman Street,,Cheyenne,82009,wypanda@wypanda.com,http://www.wypanda.com,(307) 638-7668,(307) 638-7668,1-800-821-3091,1-800-821-3091,(307) 638-0815,N/A,,,WY,,wypanda@wypanda.com,http://www.wypanda.com,(307) 638-7668,(307) 638-7668,1-800-821-3091,1-800-821-3091,(307) 638-0815,Lee Beidleman,Lee Beidleman,(307) 638-7668
2016,Alaska,Published,Alaska State Department of Education and Early Dev,"801 West 10th Street, Suite 200",,Juneau,99801-1894,,,907-465-2875,,,,907-465-3452,Disability Law Center of Alaska,3330 Arctic Blvd. #103,,AK,99503,akpa@dlcak.org,http://www.dlcak.org,907-565-1002,,,,907-565-1000,David Fleurant,Karen Tessandore,907-565-1002
2016,California,Published,Disability Rights California,1831 K Street,,Sacramento,95811,joann.parayno@disabilityrightsca.org,http://www.disabilityrightsca.org,916-504-5800,800-719-5798,800-776-5746,800-719-5798,916-504-5802,,,,CA,,,,,,,,,Connie Chu,JoAnn Parayno,(916) 504-5919
2016,Indiana,Published,Indiana Protection and Advocacy Services,4701 N. Keystone Ave.,Suite 222,Indianapolis,46205,ExecutiveDirector@indianadisabilityrights.org,http://www.in.gov/idr,317-722-5555,317-722-5563,1-800-622-4845,1-800-838-1131,317-722-5564,Indiana Protection and Advocacy Services,4701 N. Keystone Ave.,Suite 222,IN,46205,ExecutiveDirector@indianadisabilityrights.org,http://www.in.gov/idr,317-722-5555,317-722-5563,1-800-622-4845,1-800-838-1131,317-722-5564,Dawn Adams,Dawn Adams,317-722-5555
2016,New Jersey,Published,Disability Rights New Jersey,210 S Broad Street,FL 3,Trenton,8608,advocate@drnj.org,http://www.drnj.org,609-292-9742,609-633-7106,800-922-7233,,609-777-0187,,,,NJ,,,,,,,,,Lillie Lowe-Reid,Lillie Lowe-Reid,609-292-9742
2016,New Mexico,Published,Disability Rights New Mexico,3916 Juan Tabo NE,,Albuquerque,87111,info@drnm.org,http://www.drnm.org,505-256-3100,505-256-3100,800-432-4682,800-432-4682,505-256-3184,,,,NM,,,,,,,,,Bernadine Chavez,Bernadine Chavez,505-256-3100
2016,Nevada,Published,Nevada Disability Advocacy & Law Center,2820 W. Charleston Blvd. Suite 11,,Las Vegas,89101,jack@ndalc.org,http://www.ndalc.org,775-333-7878,,800-992-5715,,775-786-2520,,,,NV,,,,,,,,,Bill Heaivilin,Cheryl Katzmark,775-333-7878
2016,Rhode Island,Published,RHODE ISLAND DISABILITY LAW CENTER INC.,275 WESTMINSTER STREET,SUITE 401,PROVIDENCE,2903,rbandusky@ridlc.org,http://www.ridlc.org,401-831-3150,401-831-5335,800-733-5332,,401-274-5568,RHODE ISLAND DISABILITY LAW CENTER INC.,275 WESTMINSTER STREET,SUITE 401,RI,2903,rbandusky@ridlc.org,http://www.ridlc.org,401-831-3150,401-831-5335,800-733-5332,,401-274-5568,Catherine Sansonetti,Catherine Sansonetti,401-831-3150
2016,District of Columbia,Published,"University Legal Services, Inc.","220 I Street, N.E., Suite 130",N/A,Washington,20002,sbernstein@uls-dc.org,http://www.uls.dc.org,202 547-0198,202-547-2657,877-221-4638,,202-547-2662,"University Legal Services, Inc.","220 I Street, N.E., Suite 130",N/A,DC,20002,sbernstein@uls-dc.org,http://www.uls.dc.org,202 547-0198,202-547-2657,877-221-4638,,202-547-2662,Sandy Bernstein,Sandy Bernstein,(202) 547-0198
2016,Ohio,Published,Disability Rights Ohio,50 West Broad St. Suite 1400,,Columbus,43215,,http://www.disabilityrightsohio.org,614-466-7264,614-728-2553,800-282-9181,800-858-3542,,,,,OH,,,,,,,,,Barbara Corner,Debbie Higginson,614-466-7264
2016,Virginia,Published,disAbility Law Center of Virginia,1512 Willow Lawn Drive,Suite 100,Richmond,23230,info@dlcv.org,http://www.dlcv.org,804-225-2042,,800-552-3962,,804-662-7431,disAbility Law Center of Virginia,1512 Willow Lawn Drive,Suite 100,VA,23230,info@dlcv.org,http://www.dlcv.org,804-225-2042,,800-552-3962,,804-662-7431,Colleen Miller,Robert Gray,804-225-2042
2016,Oklahoma,Published,Oklahoma Office of Disability Concerns,"1111 N. Lee, suite 500",,Oklahoma City,73103,William.Ginn@odc.ok.gov,http://www.ok.gov/odc,405-521-3756,,800-522-8224,,405-522-6695,Oklahoma Office of Disability Concerns,"1111 N. Lee, suite 500",none,OK,73103,William.Ginn@odc.ok.gov,http://www.ok.gov/odc,405-521-3756,,800-522-8224,,405-522-6695,William Ginn,William Ginn,405-522-6702
